Calendar,GPST,x-ecef(m),y-ecef(m),z-ecef(m),Q,ns,sdx(m),sdy(m),sdz(m),sdxy(m),sdyz(m),sdzx(m),age(s),ratio
2019/12/21,19:56:00,-1132913.648,6092524.469,1504631.522,5,6,3.1083,13.8145,4.6836,-5.1979,7.5818,-2.8265,0,0
2019/12/21,19:56:30,-1132913.779,6092525.104,1504631.984,5,6,3.1167,13.6533,4.6396,-5.1919,7.4905,-2.8235,0,0
2019/12/21,19:57:00,-1132913.945,6092523.619,1504631.271,5,6,3.1247,13.493,4.5959,-5.1842,7.3996,-2.8196,0,0
2019/12/21,19:57:30,-1132913.486,6092523.576,1504631.559,5,6,3.1322,13.3338,4.5526,-5.175,7.3091,-2.8148,0,0
2019/12/21,19:58:00,-1132913.633,6092523.643,1504631.326,5,6,3.1393,13.1759,4.5096,-5.1644,7.2192,-2.8091,0,0
2019/12/21,19:58:30,-1132913.524,6092523.985,1504631.619,5,6,3.1459,13.0195,4.4671,-5.1526,7.13,-2.8027,0,0
2019/12/21,19:59:00,-1132913.614,6092523.997,1504631.521,5,6,3.1521,12.8647,4.4251,-5.1396,7.0415,-2.7956,0,0
2019/12/21,19:59:30,-1132913.62,6092523.886,1504631.685,5,6,3.1578,12.7117,4.3837,-5.1255,6.9539,-2.7879,0,0
2019/12/21,20:00:00,-1132913.539,6092523.921,1504631.555,5,6,3.1654,12.5761,4.3759,-5.1177,6.8427,-2.7684,0,0
2019/12/21,20:00:30,-1132913.305,6092523.653,1504631.373,5,6,3.1707,12.4311,4.3339,-5.1034,6.7547,-2.759,0,0
2019/12/21,20:01:00,-1132913.412,6092521.961,1504630.848,5,6,3.1758,12.2884,4.2927,-5.0885,6.668,-2.7492,0,0
2019/12/21,20:01:30,-1132913.459,6092522.914,1504631.044,5,6,3.1805,12.1481,4.2524,-5.0729,6.5825,-2.7391,0,0
2019/12/21,20:02:00,-1132913.724,6092524.744,1504631.671,5,6,3.1849,12.0102,4.2129,-5.0569,6.4982,-2.7286,0,0
2019/12/21,20:02:30,-1132913.846,6092523.733,1504631.336,5,6,3.189,11.8747,4.1744,-5.0403,6.4153,-2.7178,0,0
2019/12/21,20:03:00,-1132913.551,6092524.409,1504631.636,5,6,3.1929,11.7417,4.1366,-5.0234,6.3337,-2.7068,0,0
2019/12/21,20:03:30,-1132913.555,6092523.338,1504631.018,5,6,3.1965,11.6112,4.0998,-5.0061,6.2533,-2.6955,0,0
2019/12/21,20:04:00,-1132913.805,6092523.956,1504631.227,5,6,3.1998,11.4831,4.0638,-4.9886,6.1742,-2.684,0,0
2019/12/21,20:04:30,-1132913.559,6092524.35,1504631.61,5,6,3.2029,11.3574,4.0287,-4.9707,6.0964,-2.6724,0,0
2019/12/21,20:05:00,-1132913.508,6092523.583,1504631.247,5,6,3.2057,11.2341,3.9944,-4.9527,6.0199,-2.6606,0,0
2019/12/21,20:05:30,-1132913.687,6092524.802,1504631.296,5,6,3.2084,11.1133,3.961,-4.9345,5.9447,-2.6488,0,0
2019/12/21,20:06:00,-1132913.909,6092525.305,1504631.965,5,6,3.2108,10.9948,3.9284,-4.9161,5.8707,-2.6368,0,0
2019/12/21,20:06:30,-1132913.925,6092525.572,1504632.006,5,6,3.2131,10.8787,3.8966,-4.8977,5.7979,-2.6247,0,0
2019/12/21,20:07:00,-1132913.452,6092523.634,1504631.146,5,6,3.2152,10.7649,3.8657,-4.8791,5.7263,-2.6126,0,0
2019/12/21,20:07:30,-1132913.504,6092523.989,1504631.276,5,6,3.2171,10.6534,3.8356,-4.8606,5.656,-2.6004,0,0
2019/12/21,20:08:00,-1132913.251,6092522.978,1504631.151,5,6,3.2188,10.5442,3.8063,-4.842,5.5868,-2.5882,0,0
2019/12/21,20:08:30,-1132913.068,6092523.361,1504631.234,5,6,3.2205,10.4372,3.7778,-4.8234,5.5188,-2.576,0,0
2019/12/21,20:09:00,-1132913.903,6092524.723,1504631.498,5,6,3.2219,10.3325,3.7501,-4.8048,5.452,-2.5637,0,0
2019/12/21,20:09:30,-1132913.94,6092525.325,1504631.832,5,6,3.2232,10.2299,3.7232,-4.7863,5.3863,-2.5515,0,0
2019/12/21,20:10:00,-1132913.576,6092524.396,1504631.327,5,6,3.2245,10.1295,3.697,-4.7679,5.3217,-2.5393,0,0
2019/12/21,20:10:30,-1132913.395,6092524.687,1504631.807,5,6,3.2255,10.0312,3.6716,-4.7495,5.2582,-2.5272,0,0
2019/12/21,20:11:00,-1132913.628,6092524.813,1504631.556,5,6,3.2265,9.935,3.647,-4.7313,5.1957,-2.5151,0,0
2019/12/21,20:11:30,-1132913.648,6092523.813,1504631.072,5,6,3.2274,9.8408,3.623,-4.7132,5.1343,-2.503,0,0
2019/12/21,20:12:00,-1132913.612,6092524.141,1504631.419,5,6,3.2282,9.7486,3.5998,-4.6951,5.0739,-2.491,0,0
2019/12/21,20:12:30,-1132913.617,6092525.133,1504631.75,5,6,3.2289,9.6584,3.5773,-4.6773,5.0146,-2.479,0,0
2019/12/21,20:13:00,-1132913.796,6092524.722,1504631.579,5,6,3.2295,9.5701,3.5555,-4.6596,4.9561,-2.4672,0,0
2019/12/21,20:13:30,-1132913.8,6092524.82,1504631.861,5,6,3.2301,9.4837,3.5344,-4.642,4.8987,-2.4554,0,0
2019/12/21,20:14:00,-1132913.487,6092524.166,1504631.131,5,6,3.2306,9.3991,3.5139,-4.6246,4.8422,-2.4437,0,0
2019/12/21,20:14:30,-1132913.539,6092524.052,1504631.387,5,6,3.231,9.3164,3.4941,-4.6074,4.7866,-2.432,0,0
2019/12/21,20:15:00,-1132913.462,6092523.97,1504630.991,5,6,3.2314,9.2355,3.4749,-4.5904,4.7318,-2.4205,0,0
2019/12/21,20:15:30,-1132913.323,6092524.363,1504631.447,5,6,3.2317,9.1563,3.4564,-4.5736,4.678,-2.4091,0,0
2019/12/21,20:16:00,-1132913.638,6092524.375,1504631.082,5,6,3.232,9.0788,3.4385,-4.5569,4.625,-2.3977,0,0
2019/12/21,20:16:30,-1132913.352,6092523.339,1504630.524,5,6,3.2322,9.003,3.4212,-4.5405,4.5728,-2.3865,0,0
2019/12/21,20:17:00,-1132913.09,6092524.303,1504631.047,5,6,3.2324,8.9289,3.4046,-4.5243,4.5214,-2.3753,0,0
2019/12/21,20:17:30,-1132913.329,6092524.763,1504631.583,5,6,3.2326,8.8564,3.3885,-4.5082,4.4708,-2.3643,0,0
2019/12/21,20:18:00,-1132913.389,6092524.245,1504631.354,5,6,3.2327,8.7855,3.373,-4.4924,4.421,-2.3534,0,0
2019/12/21,20:18:30,-1132913.71,6092524.424,1504631.175,5,6,3.2329,8.7161,3.3581,-4.4769,4.3719,-2.3426,0,0
2019/12/21,20:19:00,-1132913.579,6092525.036,1504631.714,5,6,3.233,8.6483,3.3437,-4.4615,4.3235,-2.3319,0,0
2019/12/21,20:19:30,-1132913.14,6092524.258,1504631.218,5,6,3.233,8.582,3.3299,-4.4464,4.2759,-2.3213,0,0
2019/12/21,20:20:00,-1132913.103,6092523.344,1504630.749,5,6,3.2331,8.5171,3.3166,-4.4315,4.2289,-2.3109,0,0
2019/12/21,20:20:30,-1132913.494,6092524.106,1504630.902,5,6,3.2332,8.4536,3.3038,-4.4168,4.1826,-2.3005,0,0
2019/12/21,20:21:00,-1132913.476,6092523.674,1504630.715,5,6,3.2332,8.3916,3.2916,-4.4023,4.1369,-2.2903,0,0
2019/12/21,20:21:30,-1132913.493,6092524.318,1504631.294,5,6,3.2333,8.3309,3.2799,-4.3881,4.0918,-2.2802,0,0
2019/12/21,20:22:00,-1132913.133,6092523.433,1504630.606,5,6,3.2333,8.2716,3.2687,-4.3741,4.0474,-2.2702,0,0
2019/12/21,20:22:30,-1132913.639,6092524.724,1504631.49,5,6,3.2334,8.2136,3.258,-4.3604,4.0035,-2.2604,0,0
2019/12/21,20:23:00,-1132913.495,6092525.12,1504631.314,5,6,3.2334,8.1569,3.2477,-4.3469,3.9602,-2.2506,0,0
2019/12/21,20:23:30,-1132913.813,6092525.13,1504631.348,5,6,3.2335,8.1015,3.238,-4.3336,3.9175,-2.241,0,0
2019/12/21,20:24:00,-1132913.66,6092524.859,1504631.403,5,6,3.2336,8.0473,3.2287,-4.3205,3.8753,-2.2315,0,0
2019/12/21,20:24:30,-1132913.344,6092523.818,1504631.033,5,6,3.2337,7.9944,3.2199,-4.3077,3.8336,-2.2221,0,0
2019/12/21,20:25:00,-1132913.817,6092525.566,1504631.759,5,6,3.2338,7.9426,3.2115,-4.2951,3.7924,-2.2129,0,0
2019/12/21,20:25:30,-1132913.405,6092525.655,1504631.742,5,6,3.2339,7.8921,3.2036,-4.2828,3.7518,-2.2037,0,0
2019/12/21,20:26:00,-1132913.553,6092525.204,1504631.481,5,6,3.234,7.8426,3.1961,-4.2707,3.7115,-2.1947,0,0
2019/12/21,20:26:30,-1132913.516,6092525.144,1504631.473,5,6,3.2342,7.7944,3.1891,-4.2588,3.6718,-2.1858,0,0
2019/12/21,20:27:00,-1132913.532,6092524.388,1504631.021,5,6,3.2344,7.7472,3.1824,-4.2471,3.6324,-2.177,0,0
2019/12/21,20:27:30,-1132913.157,6092523.723,1504630.647,5,6,3.2346,7.7011,3.1762,-4.2357,3.5935,-2.1684,0,0
2019/12/21,20:28:00,-1132913.715,6092526.133,1504631.745,5,6,3.2349,7.6561,3.1704,-4.2246,3.555,-2.1599,0,0
2019/12/21,20:28:30,-1132913.1,6092524.168,1504630.59,5,6,3.2351,7.6122,3.165,-4.2136,3.5169,-2.1515,0,0
2019/12/21,20:29:00,-1132913.754,6092525.289,1504631.429,5,6,3.2354,7.5692,3.16,-4.2029,3.4792,-2.1432,0,0
2019/12/21,20:29:30,-1132913.517,6092525.065,1504631.622,5,6,3.2358,7.5273,3.1554,-4.1924,3.4419,-2.135,0,0
2019/12/21,20:30:00,-1132913.496,6092524.68,1504631.644,5,6,3.2362,7.4864,3.1512,-4.1822,3.4049,-2.1269,0,0
2019/12/21,20:30:30,-1132911.484,6092518.692,1504627.593,5,5,5.8297,17.0903,10.0563,-9.5913,12.5804,-7.1275,0,0
2019/12/21,20:31:00,-1132912.457,6092521.346,1504628.795,5,5,5.8417,16.9653,10.0327,-9.5679,12.5106,-7.1265,0,0
2019/12/21,20:31:30,-1132911.793,6092520.093,1504628.044,5,5,5.8529,16.8405,10.0085,-9.5436,12.4403,-7.1247,0,0
2019/12/21,20:32:00,-1132911.682,6092519.774,1504628.323,5,5,5.8635,16.7159,9.9837,-9.5184,12.3693,-7.122,0,0
2019/12/21,20:32:30,-1132911.798,6092519.895,1504628.301,5,5,5.8735,16.5914,9.9582,-9.4924,12.2978,-7.1185,0,0
2019/12/21,20:33:00,-1132912.295,6092521.156,1504629.052,5,5,5.8828,16.4671,9.932,-9.4656,12.2257,-7.1142,0,0
2019/12/21,20:33:30,-1132912.584,6092522.381,1504629.042,5,5,5.8914,16.3429,9.9052,-9.4379,12.153,-7.109,0,0
2019/12/21,20:34:00,-1132912.136,6092521.274,1504628.858,5,5,5.8993,16.2189,9.8776,-9.4094,12.0796,-7.103,0,0
2019/12/21,20:34:30,-1132912.088,6092520.611,1504628.642,5,5,5.9065,16.0951,9.8493,-9.38,12.0056,-7.096,0,0
2019/12/21,20:35:00,-1132912.166,6092521.375,1504629.123,5,5,5.913,15.9714,9.8202,-9.3498,11.9309,-7.0882,0,0
2019/12/21,20:35:30,-1132912.131,6092521.071,1504628.633,5,5,5.9189,15.8479,9.7903,-9.3188,11.8556,-7.0795,0,0
2019/12/21,20:36:00,-1132912.081,6092521.328,1504628.199,5,5,5.924,15.7245,9.7597,-9.287,11.7795,-7.0699,0,0
2019/12/21,20:36:30,-1132912.126,6092521.641,1504629.089,5,5,5.9284,15.6014,9.7282,-9.2543,11.7028,-7.0593,0,0
2019/12/21,20:37:00,-1132912.378,6092522.672,1504629.39,5,5,5.9321,15.4784,9.6959,-9.2208,11.6253,-7.0478,0,0
2019/12/21,20:37:30,-1132912.321,6092522.032,1504629.002,5,5,5.935,15.3556,9.6628,-9.1866,11.5472,-7.0354,0,0
2019/12/21,20:38:00,-1132912.035,6092521.667,1504628.821,5,5,5.9373,15.233,9.6288,-9.1515,11.4683,-7.022,0,0
2019/12/21,20:38:30,-1132912.724,6092522.88,1504629.811,5,5,5.9388,15.1106,9.5939,-9.1157,11.3887,-7.0077,0,0
2019/12/21,20:39:00,-1132913.897,6092526.376,1504631.908,5,6,2.9207,6.5285,2.4903,-3.5566,1.8372,-1.0803,0,0
2019/12/21,20:39:30,-1132913.45,6092525.323,1504631.198,5,6,2.9305,6.538,2.4952,-3.5735,1.8348,-1.0925,0,0
2019/12/21,20:40:00,-1132913.679,6092525.85,1504631.461,5,6,2.9405,6.5478,2.5001,-3.5905,1.8326,-1.1047,0,0
2019/12/21,20:40:30,-1132913.496,6092525.278,1504631.39,5,6,2.9507,6.558,2.5051,-3.6077,1.8308,-1.117,0,0
2019/12/21,20:41:00,-1132913.315,6092524.791,1504631.423,5,6,2.961,6.5685,2.5101,-3.625,1.8292,-1.1293,0,0
2019/12/21,20:41:30,-1132914.08,6092526.066,1504632.13,5,6,2.9715,6.5794,2.5153,-3.6425,1.8279,-1.1417,0,0
2019/12/21,20:42:00,-1132914.058,6092526.023,1504631.773,5,6,2.9821,6.5907,2.5204,-3.6601,1.8269,-1.1542,0,0
2019/12/21,20:42:30,-1132913.679,6092525.427,1504631.267,5,6,2.993,6.6023,2.5257,-3.6779,1.8263,-1.1667,0,0
2019/12/21,20:43:00,-1132913.539,6092525.285,1504631.696,5,6,3.004,6.6142,2.531,-3.6959,1.8259,-1.1792,0,0
2019/12/21,20:43:30,-1132913.362,6092524.883,1504631.335,5,6,3.0151,6.6266,2.5364,-3.714,1.8258,-1.1918,0,0
2019/12/21,20:44:00,-1132913.582,6092525.755,1504631.298,5,6,3.0265,6.6393,2.5418,-3.7323,1.8261,-1.2045,0,0
2019/12/21,20:44:30,-1132913.902,6092526.177,1504632.266,5,6,3.038,6.6524,2.5473,-3.7508,1.8267,-1.2173,0,0
2019/12/21,20:45:00,-1132913.519,6092525.591,1504631.55,5,6,3.0497,6.6658,2.5528,-3.7694,1.8276,-1.2301,0,0
2019/12/21,20:45:30,-1132913.284,6092525.008,1504631.415,5,6,3.0616,6.6796,2.5584,-3.7882,1.8288,-1.243,0,0
2019/12/21,20:46:00,-1132913.601,6092525.912,1504631.41,5,6,3.0737,6.6938,2.5641,-3.8073,1.8304,-1.256,0,0
2019/12/21,20:46:30,-1132913.724,6092525.942,1504631.439,5,6,3.086,6.7083,2.5698,-3.8265,1.8323,-1.2691,0,0
2019/12/21,20:47:00,-1132913.321,6092524.868,1504631.546,5,6,3.0984,6.7233,2.5756,-3.8459,1.8346,-1.2822,0,0
2019/12/21,20:47:30,-1132913.557,6092525.442,1504631.716,5,6,3.1111,6.7385,2.5814,-3.8654,1.8372,-1.2955,0,0
2019/12/21,20:48:00,-1132913.325,6092524.973,1504631.493,5,6,3.1239,6.7542,2.5873,-3.8852,1.8402,-1.3088,0,0
2019/12/21,20:48:30,-1132913.838,6092525.226,1504631.769,5,6,3.1369,6.7702,2.5933,-3.9052,1.8436,-1.3223,0,0
2019/12/21,20:49:00,-1132913.417,6092525.659,1504631.623,5,6,3.1502,6.7866,2.5993,-3.9254,1.8473,-1.3358,0,0
2019/12/21,20:49:30,-1132913.629,6092525.824,1504631.919,5,6,3.1636,6.8034,2.6053,-3.9458,1.8514,-1.3495,0,0
2019/12/21,20:50:00,-1132913.856,6092525.756,1504631.528,5,6,3.1772,6.8206,2.6114,-3.9664,1.8559,-1.3632,0,0
2019/12/21,20:50:30,-1132913.849,6092526.482,1504631.99,5,6,3.1911,6.8381,2.6176,-3.9873,1.8607,-1.3771,0,0
2019/12/21,20:51:00,-1132913.416,6092525.379,1504631.495,5,6,3.2051,6.856,2.6238,-4.0083,1.866,-1.391,0,0
2019/12/21,20:51:30,-1132914.006,6092526.552,1504631.983,5,6,3.2194,6.8743,2.63,-4.0296,1.8716,-1.4051,0,0
2019/12/21,20:52:00,-1132913.87,6092526.179,1504632.235,5,6,3.2339,6.893,2.6363,-4.0511,1.8776,-1.4193,0,0
2019/12/21,20:52:30,-1132913.653,6092525.991,1504631.63,5,6,3.2486,6.9121,2.6427,-4.0728,1.8841,-1.4336,0,0
2019/12/21,20:53:00,-1132913.432,6092525.718,1504631.503,5,6,3.2635,6.9315,2.649,-4.0948,1.8909,-1.448,0,0
2019/12/21,20:53:30,-1132913.948,6092526.324,1504632.035,5,6,3.2786,6.9513,2.6555,-4.1169,1.8981,-1.4625,0,0
2019/12/21,20:54:00,-1132913.706,6092525.792,1504631.744,5,6,3.2939,6.9715,2.662,-4.1394,1.9058,-1.4772,0,0
2019/12/21,20:54:30,-1132914.023,6092525.85,1504632.471,5,6,3.3095,6.9921,2.6685,-4.162,1.9138,-1.492,0,0
2019/12/21,20:55:00,-1132914.092,6092526.431,1504632.027,5,6,3.3253,7.0131,2.6751,-4.185,1.9223,-1.5069,0,0
2019/12/21,20:55:30,-1132913.985,6092525.575,1504631.705,5,6,3.3413,7.0345,2.6817,-4.2081,1.9312,-1.5219,0,0
2019/12/21,20:56:00,-1132914.369,6092526.893,1504632.4,5,6,3.3576,7.0562,2.6883,-4.2315,1.9405,-1.5371,0,0
2019/12/21,20:56:30,-1132913.635,6092525.279,1504631.254,5,6,3.3741,7.0784,2.695,-4.2552,1.9502,-1.5524,0,0
2019/12/21,20:57:00,-1132914.354,6092526.776,1504632.187,5,6,3.3908,7.1009,2.7018,-4.2791,1.9603,-1.5678,0,0
2019/12/21,20:57:30,-1132914.009,6092526.633,1504631.658,5,6,3.4078,7.1238,2.7085,-4.3033,1.9709,-1.5834,0,0
2019/12/21,20:58:00,-1132914.154,6092526.605,1504631.39,5,6,3.425,7.1472,2.7153,-4.3277,1.9819,-1.5991,0,0
2019/12/21,20:58:30,-1132914.043,6092526.593,1504632.241,5,6,3.4424,7.1709,2.7222,-4.3524,1.9933,-1.6149,0,0
2019/12/21,20:59:00,-1132913.519,6092525.023,1504631.898,5,6,3.4601,7.195,2.7291,-4.3774,2.0051,-1.6309,0,0
2019/12/21,20:59:30,-1132914.34,6092527.164,1504631.843,5,6,3.478,7.2194,2.736,-4.4026,2.0174,-1.647,0,0
2019/12/21,21:00:00,-1132912.895,6092524.689,1504631.245,5,7,3.3206,6.4582,2.4312,-4.0415,2.8413,-2.037,0,0
2019/12/21,21:00:30,-1132913.402,6092525.21,1504631.982,5,7,3.3395,6.4786,2.437,-4.0665,2.8561,-2.0521,0,0
2019/12/21,21:01:00,-1132914.014,6092525.781,1504631.863,5,7,3.3586,6.4995,2.4428,-4.0918,2.8711,-2.0674,0,0
2019/12/21,21:01:30,-1132913.531,6092525.25,1504631.621,5,7,3.378,6.5209,2.4487,-4.1175,2.8863,-2.0827,0,0
2019/12/21,21:02:00,-1132913.347,6092524.562,1504631.59,5,7,3.3976,6.5428,2.4547,-4.1435,2.9017,-2.0982,0,0
2019/12/21,21:02:30,-1132913.385,6092524.763,1504631.141,5,7,3.4176,6.5653,2.4607,-4.1699,2.9174,-2.1138,0,0
2019/12/21,21:03:00,-1132913.557,6092525.277,1504631.151,5,7,3.4378,6.5882,2.4668,-4.1966,2.9333,-2.1295,0,0
2019/12/21,21:03:30,-1132913.503,6092525.318,1504631.616,5,7,3.4582,6.6117,2.4729,-4.2236,2.9494,-2.1454,0,0
2019/12/21,21:04:00,-1132913.139,6092524.107,1504631.444,5,7,3.479,6.6357,2.479,-4.251,2.9658,-2.1613,0,0
2019/12/21,21:04:30,-1132913.848,6092525.686,1504631.667,5,7,3.5,6.6602,2.4853,-4.2787,2.9823,-2.1774,0,0
2019/12/21,21:05:00,-1132913.569,6092525.493,1504631.808,5,7,3.5213,6.6853,2.4915,-4.3068,2.9991,-2.1935,0,0
2019/12/21,21:05:30,-1132913.97,6092526.55,1504631.999,5,7,3.5429,6.7109,2.4979,-4.3352,3.0161,-2.2098,0,0
2019/12/21,21:06:00,-1132913.314,6092525.122,1504631.289,5,7,3.5648,6.7369,2.5042,-4.364,3.0333,-2.2262,0,0
2019/12/21,21:06:30,-1132913.524,6092525.129,1504631.668,5,7,3.587,6.7635,2.5106,-4.3931,3.0506,-2.2427,0,0
2019/12/21,21:07:00,-1132913.51,6092525.127,1504631.685,5,7,3.6094,6.7907,2.5171,-4.4226,3.0682,-2.2593,0,0
2019/12/21,21:07:30,-1132913.368,6092525.369,1504631.563,5,7,3.6321,6.8183,2.5236,-4.4523,3.086,-2.276,0,0
2019/12/21,21:08:00,-1132914.023,6092526.347,1504631.788,5,7,3.6551,6.8465,2.5302,-4.4825,3.104,-2.2928,0,0
2019/12/21,21:08:30,-1132913.603,6092525.657,1504631.566,5,7,3.6783,6.8751,2.5368,-4.5129,3.1222,-2.3097,0,0
2019/12/21,21:09:00,-1132910.658,6092520.228,1504630.921,5,8,2.3085,4.6426,2.3882,-2.4201,2.3222,-1.6976,0,0
2019/12/21,21:09:30,-1132913.334,6092525.92,1504631.706,5,7,3.7257,6.934,2.55,-4.5749,3.159,-2.3437,0,0
2019/12/21,21:10:00,-1132913.868,6092526.374,1504631.92,5,7,3.7497,6.9641,2.5567,-4.6063,3.1777,-2.3609,0,0
2019/12/21,21:10:30,-1132913.647,6092525.359,1504631.42,5,7,3.7741,6.9948,2.5635,-4.6381,3.1966,-2.3781,0,0
2019/12/21,21:11:00,-1132913.608,6092524.831,1504631.895,5,7,3.7987,7.026,2.5702,-4.6702,3.2156,-2.3955,0,0
2019/12/21,21:11:30,-1132913.49,6092524.913,1504631.58,5,7,3.8235,7.0576,2.577,-4.7026,3.2348,-2.4129,0,0
2019/12/21,21:12:00,-1132913.099,6092524.731,1504631.593,5,7,3.8487,7.0897,2.5838,-4.7353,3.2541,-2.4303,0,0
2019/12/21,21:12:30,-1132913.266,6092524.545,1504631.526,5,7,3.874,7.1222,2.5906,-4.7683,3.2735,-2.4479,0,0
2019/12/21,21:13:00,-1132913.502,6092524.962,1504631.759,5,7,3.8996,7.1553,2.5974,-4.8017,3.2931,-2.4654,0,0
2019/12/21,21:13:30,-1132914.493,6092526.119,1504631.821,5,8,2.3564,4.7244,2.4102,-2.5236,2.3726,-1.7517,0,0
2019/12/21,21:14:00,-1132914.635,6092527.4,1504631.944,5,8,2.3617,4.7339,2.4124,-2.535,2.3781,-1.7573,0,0
2019/12/21,21:14:30,-1132914.834,6092527.012,1504632.262,5,8,2.367,4.7435,2.4145,-2.5464,2.3835,-1.7627,0,0
2019/12/21,21:15:00,-1132914.305,6092526.682,1504631.815,5,7,2.4801,5.0493,2.5885,-2.3041,2.0311,-1.9487,0,0
2019/12/21,21:15:30,-1132914.213,6092526.337,1504631.853,5,8,2.3775,4.7628,2.4184,-2.5689,2.3941,-1.7733,0,0
2019/12/21,21:16:00,-1132913.748,6092525.838,1504631.65,5,7,4.058,7.3621,2.6385,-5.0071,3.4126,-2.5718,0,0
2019/12/21,21:16:30,-1132913.435,6092525.178,1504631.486,5,7,4.0851,7.398,2.6453,-5.0421,3.4327,-2.5896,0,0
2019/12/21,21:17:00,-1132913.693,6092525.283,1504631.727,5,7,4.1124,7.4341,2.6521,-5.0774,3.4529,-2.6073,0,0
2019/12/21,21:17:30,-1132913.419,6092525.595,1504631.741,5,7,4.1399,7.4706,2.6588,-5.1128,3.4731,-2.6251,0,0
2019/12/21,21:18:00,-1132914.249,6092526.649,1504631.715,5,8,2.4033,4.8121,2.427,-2.6243,2.4193,-1.7979,0,0
2019/12/21,21:18:30,-1132913.999,6092526.581,1504631.709,5,7,2.5121,5.1333,2.5952,-2.3847,2.0654,-1.9754,0,0
2019/12/21,21:19:00,-1132914.344,6092526.548,1504632.04,5,8,2.4133,4.832,2.4299,-2.646,2.4289,-1.8068,0,0
2019/12/21,21:19:30,-1132914.781,6092527.59,1504632.304,5,8,2.4183,4.842,2.4312,-2.6568,2.4335,-1.8111,0,0
2019/12/21,21:20:00,-1132914.331,6092526.621,1504631.924,5,7,2.5247,5.1704,2.5962,-2.4185,2.0791,-1.9845,0,0
2019/12/21,21:20:30,-1132913.966,6092525.77,1504631.934,5,8,2.4281,4.862,2.4336,-2.678,2.4424,-1.8193,0,0
2019/12/21,21:21:00,-1132914.028,6092526.383,1504631.744,5,8,2.4329,4.872,2.4346,-2.6884,2.4467,-1.8232,0,0
2019/12/21,21:21:30,-1132914.31,6092527.024,1504631.611,5,8,2.4377,4.882,2.4356,-2.6988,2.4509,-1.827,0,0
2019/12/21,21:22:00,-1132913.968,6092525.312,1504631.549,5,8,2.4424,4.892,2.4364,-2.7091,2.4549,-1.8306,0,0
2019/12/21,21:22:30,-1132914.176,6092526.537,1504631.937,5,8,2.447,4.902,2.4372,-2.7193,2.4588,-1.834,0,0
2019/12/21,21:23:00,-1132914.156,6092526.443,1504631.679,5,8,2.4516,4.912,2.4378,-2.7293,2.4626,-1.8374,0,0
2019/12/21,21:23:30,-1132914.725,6092527.072,1504632.191,5,8,2.4561,4.9219,2.4384,-2.7393,2.4663,-1.8405,0,0
2019/12/21,21:24:00,-1132914.577,6092526.843,1504632.174,5,8,2.4605,4.9317,2.4388,-2.7491,2.4698,-1.8435,0,0
2019/12/21,21:24:30,-1132914.703,6092527.358,1504632.311,5,8,2.4649,4.9416,2.4391,-2.7588,2.4731,-1.8464,0,0
2019/12/21,21:25:00,-1132914.894,6092527.228,1504631.957,5,8,2.4692,4.9514,2.4394,-2.7683,2.4763,-1.849,0,0
2019/12/21,21:25:30,-1132914.249,6092526.86,1504631.787,5,8,2.4734,4.9611,2.4395,-2.7778,2.4793,-1.8516,0,0
2019/12/21,21:26:00,-1132914.54,6092527.462,1504632.068,5,9,2.1113,4.5168,1.8179,-2.2533,1.6689,-1.1526,0,0
2019/12/21,21:26:30,-1132914.587,6092526.712,1504632.141,5,9,2.1161,4.5296,1.8194,-2.2662,1.6765,-1.1573,0,0
2019/12/21,21:27:00,-1132914.837,6092527.369,1504632.098,5,9,2.121,4.5425,1.821,-2.279,1.6841,-1.1619,0,0
2019/12/21,21:27:30,-1132914.497,6092527.102,1504631.948,5,9,2.1259,4.5555,1.8225,-2.2918,1.6918,-1.1666,0,0
2019/12/21,21:28:00,-1132914.366,6092526.516,1504632.183,5,9,2.1309,4.5686,1.8241,-2.3047,1.6994,-1.1712,0,0
2019/12/21,21:28:30,-1132914.625,6092527.306,1504632.176,5,9,2.1358,4.5818,1.8256,-2.3175,1.7071,-1.1758,0,0
2019/12/21,21:29:00,-1132914.319,6092526.607,1504631.937,5,9,2.1408,4.595,1.8272,-2.3304,1.7148,-1.1804,0,0
2019/12/21,21:29:30,-1132914.497,6092527.313,1504631.928,5,9,2.1458,4.6083,1.8288,-2.3432,1.7225,-1.1849,0,0
2019/12/21,21:30:00,-1132914.445,6092526.641,1504632.098,5,9,2.1509,4.6216,1.8304,-2.356,1.7302,-1.1895,0,0
2019/12/21,21:30:30,-1132914.258,6092526.233,1504631.966,5,9,2.1559,4.635,1.832,-2.3688,1.7378,-1.194,0,0
2019/12/21,21:31:00,-1132914.416,6092526.811,1504632.118,5,9,2.161,4.6484,1.8336,-2.3816,1.7455,-1.1984,0,0
2019/12/21,21:31:30,-1132914.709,6092526.589,1504632.078,5,9,2.1661,4.6619,1.8352,-2.3943,1.7532,-1.2028,0,0
2019/12/21,21:32:00,-1132914.663,6092526.928,1504631.99,5,9,2.1712,4.6753,1.8368,-2.407,1.7609,-1.2072,0,0
2019/12/21,21:32:30,-1132914.291,6092526.642,1504631.912,5,9,2.1764,4.6888,1.8385,-2.4197,1.7685,-1.2116,0,0
2019/12/21,21:33:00,-1132914.229,6092527.015,1504632,5,9,2.1815,4.7023,1.8401,-2.4324,1.7761,-1.2159,0,0
